dataset,generator,utility_nodp,utility_eps1,utility_delta,utility_monotonic_decreasing,mia_nodp,mia_eps1,mia_delta_toward_0.5,mia_monotonic_improving
acs_income,ctgan,0.9746679552219856,0.9796286729029616,0.004960717680976057,False,0.6373555000000001,0.6105689999999999,0.026786500000000157,True
acs_income,tvae,0.9610083832993548,0.6746552104992225,-0.2863531728001323,False,0.6896260000000001,0.8930385000000001,-0.2034125,False
diabetes_130us,ctgan,0.8437067473697786,0.905905597444164,0.062198850074385414,False,0.636841,0.6021264999999999,0.03471450000000009,False
diabetes_130us,tvae,0.9035204270626632,0.7328708402130566,-0.17064958684960663,False,0.6647014999999998,0.6988744999999998,-0.03417300000000001,False
